"","subid","trial.num","item","item1","item2","word.type","image.type","choice.side","response","rt","date","time","gender","age","language"
"732","21",12,"ears.glasses","ears","glasses","or","or/noun","right","or",2556,"1/19/2016","9:53","M","45","English"
"733","21",13,"ears.lips","ears","lips","and","or/noun","right","or",10101,"1/19/2016","9:53","M","45","English"
"734","21",14,"glasses.pants","glasses","pants","and","and/or","left","and",5118,"1/19/2016","9:53","M","45","English"
"735","21",15,"glasses.pants","glasses","pants","and","and/noun","left","and",2813,"1/19/2016","9:53","M","45","English"
"736","21",16,"ears.pants","ears","pants","or","or/noun","right","or",1972,"1/19/2016","9:53","M","45","English"
"737","21",17,"ears.hands","ears","hands","or","and/noun","left","and",5988,"1/19/2016","9:53","M","45","English"
"738","21",18,"ears.hands","ears","hands","noun","and/or","right","and",4578,"1/19/2016","9:54","M","45","English"
"739","21",19,"ears.hair","ears","hair","and","or/noun","left","or",3113,"1/19/2016","9:54","M","45","English"
"740","21",20,"ears.hair","ears","hair","noun","and/noun","right","noun",3783,"1/19/2016","9:54","M","45","English"
"741","21",21,"glasses.lips","glasses","lips","or","and/or","right","or",4324,"1/19/2016","9:54","M","45","English"
"742","21",22,"ears.hair","ears","hair","noun","and/or","right","and",3604,"1/19/2016","9:54","M","45","English"
"743","21",23,"lips.pants","lips","pants","or","and/or","right","or",2827,"1/19/2016","9:54","M","45","English"
"744","21",24,"glasses.pants","glasses","pants","or","or/noun","left","or",3125,"1/19/2016","9:54","M","45","English"
"745","21",25,"ears.glasses","ears","glasses","noun","and/noun","left","noun",3348,"1/19/2016","9:54","M","45","English"
"746","21",26,"hair.hands","hair","hands","and","and/noun","right","and",3284,"1/19/2016","9:54","M","45","English"
"747","21",27,"ears.pants","ears","pants","or","and/or","right","or",2444,"1/19/2016","9:54","M","45","English"
"748","21",28,"glasses.hair","glasses","hair","or","and/noun","right","and",3372,"1/19/2016","9:54","M","45","English"
"749","21",29,"hair.pants","hair","pants","noun","or/noun","right","noun",3838,"1/19/2016","9:54","M","45","English"
"750","21",30,"glasses.lips","glasses","lips","noun","and/noun","right","noun",1843,"1/19/2016","9:54","M","45","English"
"751","21",31,"ears.pants","ears","pants","or","and/noun","left","and",3411,"1/19/2016","9:54","M","45","English"
"752","21",32,"glasses.hair","glasses","hair","and","and/noun","right","and",2700,"1/19/2016","9:55","M","45","English"
"753","21",33,"hands.pants","hands","pants","and","and/noun","right","and",2036,"1/19/2016","9:55","M","45","English"
"754","21",34,"glasses.hands","glasses","hands","and","and/or","right","and",2341,"1/19/2016","9:55","M","45","English"
"755","21",35,"ears.pants","ears","pants","noun","or/noun","right","noun",2404,"1/19/2016","9:55","M","45","English"
"756","21",36,"ears.glasses","ears","glasses","noun","and/or","right","and",2508,"1/19/2016","9:55","M","45","English"
"757","22",1,"hands.lips","hands","lips","or","and/noun","left","and",11384,"1/19/2016","11:49","F","25","English"
"758","22",2,"hands.lips","hands","lips","or","and/noun","right","and",3251,"1/19/2016","11:49","F","25","English"
"759","22",3,"glasses.hands","glasses","hands","or","or/noun","left","or",5584,"1/19/2016","11:49","F","25","English"
"760","22",4,"hair.pants","hair","pants","noun","and/or","right","and",3278,"1/19/2016","11:49","F","25","English"
"761","22",5,"ears.hands","ears","hands","noun","or/noun","left","noun",2346,"1/19/2016","11:49","F","25","English"
"762","22",6,"glasses.pants","glasses","pants","and","or/noun","left","or",2780,"1/19/2016","11:49","F","25","English"
"763","22",7,"lips.pants","lips","pants","or","and/noun","right","and",3504,"1/19/2016","11:49","F","25","English"
"764","22",8,"hair.hands","hair","hands","and","and/noun","right","and",2761,"1/19/2016","11:49","F","25","English"
"765","22",9,"glasses.hair","glasses","hair","noun","and/noun","right","noun",4935,"1/19/2016","11:49","F","25","English"
"766","22",10,"ears.pants","ears","pants","or","or/noun","left","or",2544,"1/19/2016","11:49","F","25","English"
"767","22",11,"ears.lips","ears","lips","and","and/noun","left","and",3501,"1/19/2016","11:49","F","25","English"
"768","22",12,"glasses.hands","glasses","hands","and","and/or","right","and",7778,"1/19/2016","11:50","F","25","English"
"769","22",13,"ears.lips","ears","lips","noun","or/noun","left","noun",8378,"1/19/2016","11:50","F","25","English"
"770","22",14,"ears.hair","ears","hair","or","and/or","left","or",2934,"1/19/2016","11:50","F","25","English"
"771","22",15,"ears.hands","ears","hands","or","and/noun","right","and",4935,"1/19/2016","11:50","F","25","English"
"772","22",16,"glasses.hands","glasses","hands","and","or/noun","left","or",3089,"1/19/2016","11:50","F","25","English"
"773","22",17,"hair.hands","hair","hands","and","and/or","right","and",3292,"1/19/2016","11:50","F","25","English"
"774","22",18,"glasses.hair","glasses","hair","noun","and/or","left","and",20847,"1/19/2016","11:50","F","25","English"
"775","22",19,"hands.pants","hands","pants","noun","and/noun","right","noun",4203,"1/19/2016","11:51","F","25","English"
"776","22",20,"ears.pants","ears","pants","noun","and/or","right","and",3344,"1/19/2016","11:51","F","25","English"
"777","22",21,"glasses.hands","glasses","hands","and","and/or","right","and",4962,"1/19/2016","11:51","F","25","English"
"778","22",22,"ears.lips","ears","lips","or","and/or","right","or",2720,"1/19/2016","11:51","F","25","English"
"779","22",23,"ears.pants","ears","pants","or","or/noun","right","or",2493,"1/19/2016","11:51","F","25","English"
"780","22",24,"glasses.pants","glasses","pants","noun","or/noun","right","noun",12047,"1/19/2016","11:51","F","25","English"
"781","22",25,"lips.pants","lips","pants","or","and/or","left","or",10980,"1/19/2016","11:51","F","25","English"
"782","22",26,"glasses.lips","glasses","lips","and","or/noun","right","or",5284,"1/19/2016","11:51","F","25","English"
"783","22",27,"glasses.pants","glasses","pants","or","and/or","left","or",6031,"1/19/2016","11:51","F","25","English"
"784","22",28,"hands.pants","hands","pants","and","and/noun","right","and",9704,"1/19/2016","11:52","F","25","English"
"785","22",29,"hair.pants","hair","pants","and","and/noun","left","and",1772,"1/19/2016","11:52","F","25","English"
"786","22",30,"glasses.pants","glasses","pants","and","or/noun","right","or",2821,"1/19/2016","11:52","F","25","English"
"787","22",31,"hands.pants","hands","pants","noun","or/noun","left","noun",1785,"1/19/2016","11:52","F","25","English"
"788","22",32,"hair.lips","hair","lips","and","and/or","left","and",2985,"1/19/2016","11:52","F","25","English"
"789","22",33,"hair.hands","hair","hands","noun","and/noun","right","noun",3864,"1/19/2016","11:52","F","25","English"
"790","22",34,"glasses.lips","glasses","lips","noun","and/noun","left","noun",2394,"1/19/2016","11:52","F","25","English"
"791","22",35,"lips.pants","lips","pants","noun","and/or","right","and",2413,"1/19/2016","11:52","F","25","English"
"792","22",36,"hair.hands","hair","hands","or","or/noun","left","or",2632,"1/19/2016","11:52","F","25","English"
"793","23",1,"hair.pants","hair","pants","and","and/noun","right","and",3447,"1/19/2016","12:53","F","25","English"
"794","23",2,"hands.lips","hands","lips","and","or/noun","right","or",2884,"1/19/2016","12:53","F","25","English"
"795","23",3,"hair.pants","hair","pants","and","and/or","left","and",2861,"1/19/2016","12:53","F","25","English"
"796","23",4,"lips.pants","lips","pants","and","and/noun","right","and",3516,"1/19/2016","12:54","F","25","English"
"797","23",5,"glasses.hands","glasses","hands","or","or/noun","left","or",3301,"1/19/2016","12:54","F","25","English"
"798","23",6,"ears.hands","ears","hands","noun","or/noun","left","noun",3124,"1/19/2016","12:54","F","25","English"
"799","23",7,"glasses.lips","glasses","lips","noun","and/or","right","and",1920,"1/19/2016","12:54","F","25","English"
"800","23",8,"glasses.hair","glasses","hair","or","or/noun","right","or",3309,"1/19/2016","12:54","F","25","English"
"801","23",9,"hands.pants","hands","pants","noun","and/or","right","and",2445,"1/19/2016","12:54","F","25","English"
"802","23",10,"hands.lips","hands","lips","and","and/or","left","or",2611,"1/19/2016","12:54","F","25","English"
"803","23",11,"ears.glasses","ears","glasses","or","and/noun","left","and",9369,"1/19/2016","12:54","F","25","English"
"804","23",12,"ears.hands","ears","hands","or","and/or","right","or",3983,"1/19/2016","12:54","F","25","English"
"805","23",13,"ears.hands","ears","hands","and","and/or","left","and",5642,"1/19/2016","12:54","F","25","English"
"806","23",14,"ears.hair","ears","hair","noun","and/noun","left","noun",3595,"1/19/2016","12:54","F","25","English"
"807","23",15,"hands.lips","hands","lips","noun","or/noun","right","noun",1889,"1/19/2016","12:54","F","25","English"
"808","23",16,"ears.lips","ears","lips","noun","and/or","right","and",2751,"1/19/2016","12:54","F","25","English"
"809","23",17,"hair.lips","hair","lips","or","and/or","left","or",2715,"1/19/2016","12:55","F","25","English"
"810","23",18,"hands.lips","hands","lips","or","and/or","right","or",4051,"1/19/2016","12:55","F","25","English"
"811","23",19,"glasses.hair","glasses","hair","or","and/noun","right","and",4414,"1/19/2016","12:55","F","25","English"
"812","23",20,"hair.pants","hair","pants","noun","or/noun","right","noun",3551,"1/19/2016","12:55","F","25","English"
"813","23",21,"glasses.pants","glasses","pants","or","or/noun","right","or",3633,"1/19/2016","12:55","F","25","English"
"814","23",22,"ears.glasses","ears","glasses","noun","and/noun","right","noun",2121,"1/19/2016","12:55","F","25","English"
"815","23",23,"ears.lips","ears","lips","noun","and/noun","right","noun",8764,"1/19/2016","12:55","F","25","English"
"816","23",24,"ears.pants","ears","pants","and","and/or","right","or",5349,"1/19/2016","12:55","F","25","English"
"817","23",25,"glasses.pants","glasses","pants","or","and/or","right","or",2547,"1/19/2016","12:55","F","25","English"
"818","23",26,"hands.pants","hands","pants","noun","and/or","right","or",5316,"1/19/2016","12:55","F","25","English"
"819","23",27,"glasses.pants","glasses","pants","and","or/noun","left","or",41000,"1/19/2016","12:56","F","25","English"
"820","23",28,"hair.lips","hair","lips","or","or/noun","right","or",2978,"1/19/2016","12:56","F","25","English"
"821","23",29,"glasses.hands","glasses","hands","or","and/noun","right","and",3244,"1/19/2016","12:56","F","25","English"
"822","23",30,"glasses.hair","glasses","hair","and","and/noun","right","and",54696,"1/19/2016","12:57","F","25","English"
"823","23",31,"ears.pants","ears","pants","and","and/noun","right","and",2490,"1/19/2016","12:57","F","25","English"
"824","23",32,"hands.lips","hands","lips","noun","or/noun","right","noun",3327,"1/19/2016","12:57","F","25","English"
"825","23",33,"hair.lips","hair","lips","and","or/noun","right","or",2422,"1/19/2016","12:57","F","25","English"
"826","23",34,"lips.pants","lips","pants","or","and/noun","right","and",2616,"1/19/2016","12:57","F","25","English"
"827","23",35,"ears.hair","ears","hair","and","or/noun","left","or",3493,"1/19/2016","12:57","F","25","English"
"828","23",36,"glasses.hands","glasses","hands","noun","and/noun","left","noun",2160,"1/19/2016","12:58","F","25","English"
"829","24",1,"glasses.pants","glasses","pants","or","or/noun","right","or",4653,"1/19/2016","13:08","M","25","English"
"830","24",2,"hands.lips","hands","lips","or","and/or","right","and",4354,"1/19/2016","13:08","M","25","English"
"831","24",3,"lips.pants","lips","pants","noun","and/or","right","and",3389,"1/19/2016","13:08","M","25","English"
"832","24",4,"hands.lips","hands","lips","or","and/noun","right","and",4597,"1/19/2016","13:08","M","25","English"
"833","24",5,"hair.pants","hair","pants","or","or/noun","right","or",3086,"1/19/2016","13:08","M","25","English"
"834","24",6,"glasses.pants","glasses","pants","noun","and/or","right","and",2629,"1/19/2016","13:08","M","25","English"
"835","24",7,"hands.pants","hands","pants","noun","and/or","right","and",1663,"1/19/2016","13:08","M","25","English"
"836","24",8,"glasses.lips","glasses","lips","and","or/noun","right","or",5896,"1/19/2016","13:08","M","25","English"
"837","24",9,"glasses.hands","glasses","hands","noun","and/or","right","and",3080,"1/19/2016","13:08","M","25","English"
"838","24",10,"ears.lips","ears","lips","noun","and/noun","right","and",13493,"1/19/2016","13:09","M","25","English"
"839","24",11,"ears.glasses","ears","glasses","noun","or/noun","right","noun",1728,"1/19/2016","13:09","M","25","English"
"840","24",12,"ears.glasses","ears","glasses","and","or/noun","right","noun",1908,"1/19/2016","13:09","M","25","English"
"841","24",13,"hair.hands","hair","hands","and","and/noun","right","and",1890,"1/19/2016","13:09","M","25","English"
"842","24",14,"ears.pants","ears","pants","noun","or/noun","left","noun",18308,"1/19/2016","13:09","M","25","English"
"843","24",15,"hands.pants","hands","pants","and","and/noun","right","and",16005,"1/19/2016","13:09","M","25","English"
"844","24",16,"glasses.pants","glasses","pants","noun","and/noun","right","noun",5579,"1/19/2016","13:09","M","25","English"
"845","24",17,"hands.lips","hands","lips","noun","and/noun","left","noun",1902,"1/19/2016","13:09","M","25","English"
"846","24",18,"glasses.pants","glasses","pants","or","and/noun","left","and",4692,"1/19/2016","13:10","M","25","English"
"847","24",19,"ears.lips","ears","lips","and","and/or","right","and",1954,"1/19/2016","13:10","M","25","English"
"848","24",20,"glasses.lips","glasses","lips","or","and/or","right","or",2087,"1/19/2016","13:10","M","25","English"
"849","24",21,"ears.hands","ears","hands","and","or/noun","left","or",3749,"1/19/2016","13:10","M","25","English"
"850","24",22,"lips.pants","lips","pants","or","or/noun","right","or",2598,"1/19/2016","13:10","M","25","English"
"851","24",23,"ears.pants","ears","pants","and","and/noun","right","and",95828,"1/19/2016","13:11","M","25","English"
"852","24",24,"hair.lips","hair","lips","and","and/noun","right","and",4405,"1/19/2016","13:12","M","25","English"
"853","24",25,"glasses.lips","glasses","lips","and","and/or","left","and",5541,"1/19/2016","13:12","M","25","English"
"854","24",26,"hands.lips","hands","lips","or","and/noun","left","and",25920,"1/19/2016","13:12","M","25","English"
"855","24",27,"hair.pants","hair","pants","or","and/or","left","or",2371,"1/19/2016","13:12","M","25","English"
"856","24",28,"hair.lips","hair","lips","noun","and/noun","right","and",2780,"1/19/2016","13:12","M","25","English"
"857","24",29,"ears.hair","ears","hair","and","and/or","right","or",6374,"1/19/2016","13:12","M","25","English"
"858","24",30,"hands.pants","hands","pants","and","or/noun","left","or",15195,"1/19/2016","13:13","M","25","English"
"859","24",31,"ears.lips","ears","lips","and","and/or","right","and",1667,"1/19/2016","13:13","M","25","English"
"860","24",32,"hair.lips","hair","lips","noun","or/noun","left","noun",1734,"1/19/2016","13:13","M","25","English"
"861","24",33,"glasses.hair","glasses","hair","noun","or/noun","right","noun",5228,"1/19/2016","13:13","M","25","English"
"862","24",34,"hands.pants","hands","pants","or","and/noun","left","and",9779,"1/19/2016","13:13","M","25","English"
"863","24",35,"glasses.lips","glasses","lips","or","and/or","right","or",2678,"1/19/2016","13:13","M","25","English"
"864","24",36,"ears.glasses","ears","glasses","or","or/noun","left","or",1918,"1/19/2016","13:13","M","25","English"
"865","25",1,"ears.glasses","ears","glasses","or","or/noun","left","or",4962,"1/19/2016","12:31","M","25","English"
"866","25",2,"hands.lips","hands","lips","and","and/or","right","and",3221,"1/19/2016","12:31","M","25","English"
"867","25",3,"hands.lips","hands","lips","and","and/or","left","and",2852,"1/19/2016","12:32","M","25","English"
"868","25",4,"hair.pants","hair","pants","noun","and/or","right","and",1682,"1/19/2016","12:32","M","25","English"
"869","25",5,"ears.pants","ears","pants","or","or/noun","left","or",1925,"1/19/2016","12:32","M","25","English"
"870","25",6,"hair.hands","hair","hands","and","and/noun","right","and",2005,"1/19/2016","12:32","M","25","English"
"871","25",7,"hair.lips","hair","lips","and","and/or","left","or",3018,"1/19/2016","12:32","M","25","English"
"872","25",8,"ears.hair","ears","hair","or","and/or","right","or",2680,"1/19/2016","12:32","M","25","English"
"873","25",9,"hair.pants","hair","pants","noun","and/or","right","and",1652,"1/19/2016","12:32","M","25","English"
"874","25",10,"ears.glasses","ears","glasses","and","and/or","left","and",2364,"1/19/2016","12:32","M","25","English"
"875","25",11,"hair.hands","hair","hands","noun","and/noun","left","noun",2231,"1/19/2016","12:32","M","25","English"
"876","25",12,"hands.lips","hands","lips","noun","or/noun","left","noun",1468,"1/19/2016","12:32","M","25","English"
"877","25",13,"lips.pants","lips","pants","or","and/or","right","and",5608,"1/19/2016","12:32","M","25","English"
"878","25",14,"ears.pants","ears","pants","or","and/noun","left","and",2237,"1/19/2016","12:32","M","25","English"
"879","25",15,"hands.pants","hands","pants","noun","or/noun","right","noun",2600,"1/19/2016","12:32","M","25","English"
"880","25",16,"hands.pants","hands","pants","and","or/noun","right","or",3707,"1/19/2016","12:32","M","25","English"
"881","25",17,"hair.lips","hair","lips","noun","or/noun","left","noun",1695,"1/19/2016","12:32","M","25","English"
"882","25",18,"ears.lips","ears","lips","and","and/noun","right","and",2175,"1/19/2016","12:32","M","25","English"
"883","25",19,"lips.pants","lips","pants","or","or/noun","left","or",2043,"1/19/2016","12:32","M","25","English"
"884","25",20,"ears.hands","ears","hands","noun","and/noun","left","noun",5113,"1/19/2016","12:33","M","25","English"
"885","25",21,"hands.pants","hands","pants","noun","and/or","left","and",1388,"1/19/2016","12:33","M","25","English"
"886","25",22,"glasses.pants","glasses","pants","noun","and/or","right","and",2129,"1/19/2016","12:33","M","25","English"
"887","25",23,"hair.pants","hair","pants","or","and/noun","right","and",6894,"1/19/2016","12:33","M","25","English"
"888","25",24,"ears.lips","ears","lips","and","or/noun","right","noun",971,"1/19/2016","12:33","M","25","English"
"889","25",25,"glasses.hands","glasses","hands","noun","and/noun","right","noun",2720,"1/19/2016","12:33","M","25","English"
"890","25",26,"lips.pants","lips","pants","or","and/noun","left","and",2384,"1/19/2016","12:33","M","25","English"
"891","25",27,"hands.pants","hands","pants","and","or/noun","right","or",2998,"1/19/2016","12:33","M","25","English"
"892","25",28,"glasses.hands","glasses","hands","and","and/noun","right","and",1953,"1/19/2016","12:33","M","25","English"
"893","25",29,"glasses.hair","glasses","hair","noun","or/noun","right","noun",1600,"1/19/2016","12:33","M","25","English"
"894","25",30,"hands.lips","hands","lips","and","or/noun","right","or",2534,"1/19/2016","12:33","M","25","English"
"895","25",31,"hair.pants","hair","pants","or","and/noun","right","noun",906,"1/19/2016","12:33","M","25","English"
"896","25",32,"ears.hair","ears","hair","or","and/or","left","or",417,"1/19/2016","12:33","M","25","English"
"897","25",33,"glasses.hands","glasses","hands","and","and/noun","right","noun",397,"1/19/2016","12:33","M","25","English"
"898","25",34,"ears.hair","ears","hair","or","or/noun","right","or",304,"1/19/2016","12:33","M","25","English"
"899","25",35,"hands.lips","hands","lips","or","and/or","left","or",301,"1/19/2016","12:33","M","25","English"
"900","25",36,"ears.hands","ears","hands","noun","and/noun","right","noun",4843,"1/19/2016","12:33","M","25","English"
"901","26",1,"glasses.hands","glasses","hands","noun","or/noun","left","noun",2977,"1/19/2016","9:53","M","45","English"
"902","26",2,"lips.pants","lips","pants","or","and/noun","left","and",7523,"1/19/2016","9:53","M","45","English"
"903","26",3,"lips.pants","lips","pants","or","or/noun","right","noun",15552,"1/19/2016","9:53","M","45","English"
"904","26",4,"ears.glasses","ears","glasses","and","or/noun","right","or",6112,"1/19/2016","9:53","M","45","English"
"905","26",5,"ears.hands","ears","hands","or","and/noun","right","noun",3725,"1/19/2016","9:53","M","45","English"
"906","26",6,"glasses.hands","glasses","hands","or","or/noun","right","noun",3905,"1/19/2016","9:53","M","45","English"
"907","26",7,"ears.hands","ears","hands","noun","and/noun","left","noun",6213,"1/19/2016","9:54","M","45","English"
"908","26",8,"glasses.hair","glasses","hair","noun","or/noun","left","noun",3001,"1/19/2016","9:54","M","45","English"
"909","26",9,"ears.lips","ears","lips","noun","or/noun","left","noun",2135,"1/19/2016","9:54","M","45","English"
"910","26",10,"hair.hands","hair","hands","noun","and/noun","right","noun",2515,"1/19/2016","9:54","M","45","English"
"911","26",11,"ears.lips","ears","lips","and","and/or","right","and",9079,"1/19/2016","9:54","M","45","English"
"912","26",12,"lips.pants","lips","pants","or","and/noun","left","noun",6613,"1/19/2016","9:54","M","45","English"
"913","26",13,"ears.lips","ears","lips","noun","and/or","right","and",7983,"1/19/2016","9:54","M","45","English"
"914","26",14,"hair.hands","hair","hands","and","and/noun","right","and",3517,"1/19/2016","9:54","M","45","English"
"915","26",15,"ears.pants","ears","pants","or","and/or","right","or",9600,"1/19/2016","9:54","M","45","English"
"916","26",16,"ears.hands","ears","hands","and","or/noun","left","or",9329,"1/19/2016","9:55","M","45","English"
"917","26",17,"hands.pants","hands","pants","and","and/noun","right","and",2823,"1/19/2016","9:55","M","45","English"
"918","26",18,"glasses.hands","glasses","hands","noun","or/noun","left","noun",2073,"1/19/2016","9:55","M","45","English"
"919","26",19,"hands.lips","hands","lips","or","or/noun","left","or",4352,"1/19/2016","9:55","M","45","English"
"920","26",20,"glasses.lips","glasses","lips","or","and/or","right","or",9111,"1/19/2016","9:55","M","45","English"
"921","26",21,"glasses.pants","glasses","pants","or","or/noun","left","or",5945,"1/19/2016","9:55","M","45","English"
"922","26",22,"ears.glasses","ears","glasses","or","and/or","left","or",5509,"1/19/2016","9:55","M","45","English"
"923","26",23,"hair.lips","hair","lips","and","and/or","right","or",2315,"1/19/2016","9:55","M","45","English"
"924","26",24,"hands.lips","hands","lips","and","and/noun","left","and",2433,"1/19/2016","9:55","M","45","English"
"925","26",25,"hands.pants","hands","pants","noun","and/or","left","and",5032,"1/19/2016","9:55","M","45","English"
"926","26",26,"hair.lips","hair","lips","and","and/or","right","and",2488,"1/19/2016","9:56","M","45","English"
"927","26",27,"hands.pants","hands","pants","and","or/noun","right","or",2319,"1/19/2016","9:56","M","45","English"
"928","26",28,"glasses.lips","glasses","lips","noun","and/noun","right","noun",1432,"1/19/2016","9:56","M","45","English"
"929","26",29,"ears.hands","ears","hands","or","and/or","left","or",3568,"1/19/2016","9:56","M","45","English"
"930","26",30,"glasses.hair","glasses","hair","and","and/or","right","or",2656,"1/19/2016","9:56","M","45","English"
"931","26",31,"glasses.lips","glasses","lips","and","and/noun","left","and",3048,"1/19/2016","9:56","M","45","English"
"932","26",32,"glasses.lips","glasses","lips","noun","and/noun","right","noun",1881,"1/19/2016","9:56","M","45","English"
"933","26",33,"hands.lips","hands","lips","noun","and/or","right","and",2254,"1/19/2016","9:56","M","45","English"
"934","26",34,"ears.glasses","ears","glasses","and","or/noun","right","or",4564,"1/19/2016","9:56","M","45","English"
"935","26",35,"lips.pants","lips","pants","noun","and/or","left","and",2053,"1/19/2016","9:56","M","45","English"
"936","26",36,"glasses.hair","glasses","hair","or","and/noun","left","and",3561,"1/19/2016","9:56","M","45","English"
"937","27",1,"hair.pants","hair","pants","and","and/noun","left","and",2068,"1/19/2016","12:56","M","35","English"
"938","27",2,"hands.pants","hands","pants","and","or/noun","left","or",5479,"1/19/2016","12:56","M","35","English"
"939","27",3,"ears.lips","ears","lips","noun","and/or","right","and",1783,"1/19/2016","12:56","M","35","English"
"940","27",4,"glasses.hands","glasses","hands","or","or/noun","left","or",5406,"1/19/2016","12:56","M","35","English"
"941","27",5,"ears.glasses","ears","glasses","and","and/or","left","and",3864,"1/19/2016","12:56","M","35","English"
"942","27",6,"ears.hair","ears","hair","and","or/noun","left","or",2005,"1/19/2016","12:56","M","35","English"
"943","27",7,"ears.hair","ears","hair","or","and/or","right","or",4814,"1/19/2016","12:56","M","35","English"
"944","27",8,"glasses.lips","glasses","lips","noun","or/noun","right","noun",2251,"1/19/2016","12:56","M","35","English"
"945","27",9,"glasses.lips","glasses","lips","and","and/noun","right","and",176,"1/19/2016","12:56","M","35","English"
"946","27",10,"hair.pants","hair","pants","or","and/noun","right","and",102,"1/19/2016","12:56","M","35","English"
"947","27",11,"glasses.hands","glasses","hands","noun","or/noun","right","noun",241,"1/19/2016","12:56","M","35","English"
"948","27",12,"lips.pants","lips","pants","noun","and/or","right","and",743,"1/19/2016","12:56","M","35","English"
"949","27",13,"ears.glasses","ears","glasses","or","or/noun","right","noun",322,"1/19/2016","12:56","M","35","English"
"950","27",14,"ears.hair","ears","hair","noun","or/noun","right","noun",2417,"1/19/2016","12:56","M","35","English"
"951","27",15,"ears.pants","ears","pants","or","and/or","left","or",1928,"1/19/2016","12:56","M","35","English"
"952","27",16,"hair.lips","hair","lips","or","and/noun","left","noun",3,"1/19/2016","12:57","M","35","English"
"953","27",17,"glasses.hands","glasses","hands","or","and/noun","right","noun",1370,"1/19/2016","12:57","M","35","English"
"954","27",18,"hair.hands","hair","hands","noun","and/or","left","and",4919,"1/19/2016","12:57","M","35","English"
"955","27",19,"glasses.pants","glasses","pants","noun","or/noun","right","noun",733,"1/19/2016","12:57","M","35","English"
"956","27",22,"hands.pants","hands","pants","noun","and/noun","right","and",162,"1/19/2016","12:57","M","35","English"
"957","27",20,"lips.pants","lips","pants","and","and/or","right","and",1467,"1/19/2016","12:57","M","35","English"
"958","27",21,"hair.hands","hair","hands","or","and/or","right","and",275,"1/19/2016","12:57","M","35","English"
"959","27",23,"hands.lips","hands","lips","and","and/noun","right","noun",194,"1/19/2016","12:57","M","35","English"
"960","27",24,"hands.lips","hands","lips","and","and/noun","right","and",206,"1/19/2016","12:57","M","35","English"
"961","27",25,"hair.lips","hair","lips","or","or/noun","right","noun",173,"1/19/2016","12:57","M","35","English"
"962","27",26,"hair.hands","hair","hands","and","and/or","right","and",158,"1/19/2016","12:57","M","35","English"
"963","27",27,"ears.glasses","ears","glasses","and","and/or","left","or",1467,"1/19/2016","12:57","M","35","English"
"964","27",28,"glasses.pants","glasses","pants","or","or/noun","right","or",596,"1/19/2016","12:57","M","35","English"
"965","27",29,"hands.pants","hands","pants","and","or/noun","right","or",234,"1/19/2016","12:57","M","35","English"
"966","27",30,"glasses.pants","glasses","pants","and","or/noun","right","or",377,"1/19/2016","12:57","M","35","English"
"967","27",31,"glasses.lips","glasses","lips","noun","and/noun","right","noun",186,"1/19/2016","12:57","M","35","English"
"968","27",32,"ears.hair","ears","hair","noun","and/noun","right","noun",261,"1/19/2016","12:57","M","35","English"
"969","27",33,"hands.lips","hands","lips","or","and/or","left","and",496,"1/19/2016","12:57","M","35","English"
"970","27",34,"hair.lips","hair","lips","or","and/noun","right","and",358,"1/19/2016","12:57","M","35","English"
"971","27",35,"glasses.hair","glasses","hair","noun","and/noun","right","noun",294,"1/19/2016","12:57","M","35","English"
"972","27",36,"hair.pants","hair","pants","noun","and/or","left","and",569,"1/19/2016","12:57","M","35","English"
"973","28",1,"hair.lips","hair","lips","or","and/noun","left","and",2943,"1/19/2016","12:53","F","25","English"
"974","28",2,"hair.hands","hair","hands","and","and/or","right","and",2514,"1/19/2016","12:53","F","25","English"
"975","28",3,"glasses.lips","glasses","lips","and","and/noun","right","noun",145,"1/19/2016","12:53","F","25","English"
"976","28",4,"hair.hands","hair","hands","and","and/or","left","and",3465,"1/19/2016","12:53","F","25","English"
"977","28",5,"hair.pants","hair","pants","and","and/noun","right","and",2511,"1/19/2016","12:53","F","25","English"
"978","28",6,"hair.lips","hair","lips","noun","and/noun","left","noun",2100,"1/19/2016","12:53","F","25","English"
"979","28",7,"glasses.pants","glasses","pants","or","and/or","right","or",7001,"1/19/2016","12:53","F","25","English"
"980","28",8,"glasses.lips","glasses","lips","or","and/noun","right","and",8145,"1/19/2016","12:53","F","25","English"
"981","28",9,"glasses.hair","glasses","hair","or","or/noun","left","or",7507,"1/19/2016","12:54","F","25","English"
"982","28",10,"hair.lips","hair","lips","noun","or/noun","right","noun",1532,"1/19/2016","12:54","F","25","English"
"983","28",11,"glasses.hands","glasses","hands","and","and/noun","left","and",1244,"1/19/2016","12:54","F","25","English"
"984","28",12,"ears.glasses","ears","glasses","and","and/noun","right","and",2775,"1/19/2016","12:54","F","25","English"
"985","28",13,"lips.pants","lips","pants","noun","and/or","left","and",1447,"1/19/2016","12:54","F","25","English"
"986","28",14,"glasses.hair","glasses","hair","noun","or/noun","right","noun",918,"1/19/2016","12:54","F","25","English"
"987","28",15,"hands.lips","hands","lips","noun","and/or","right","and",2015,"1/19/2016","12:54","F","25","English"
"988","28",16,"lips.pants","lips","pants","or","and/noun","left","and",8320,"1/19/2016","12:54","F","25","English"
"989","28",17,"ears.hair","ears","hair","noun","and/noun","left","noun",1496,"1/19/2016","12:54","F","25","English"
"990","28",18,"glasses.pants","glasses","pants","and","or/noun","right","or",1307,"1/19/2016","12:54","F","25","English"
