"","subid","trial.num","item","item1","item2","word.type","image.type","choice.side","response","rt","date","time","gender","age","language"
"474","14",6,"glasses.lips","glasses","lips","noun","or/noun","right","noun",1594,"1/19/2016","12:25","F","35","English"
"475","14",7,"hands.lips","hands","lips","or","and/noun","right","and",3672,"1/19/2016","12:25","F","35","English"
"476","14",8,"ears.glasses","ears","glasses","or","and/or","right","or",4782,"1/19/2016","12:25","F","35","English"
"477","14",9,"hands.pants","hands","pants","or","and/or","left","or",1820,"1/19/2016","12:25","F","35","English"
"478","14",10,"glasses.lips","glasses","lips","noun","and/or","left","and",1764,"1/19/2016","12:25","F","35","English"
"479","14",11,"glasses.hands","glasses","hands","noun","or/noun","left","noun",1290,"1/19/2016","12:25","F","35","English"
"480","14",12,"glasses.hair","glasses","hair","or","or/noun","right","or",1183,"1/19/2016","12:25","F","35","English"
"481","14",13,"ears.glasses","ears","glasses","noun","or/noun","left","noun",1527,"1/19/2016","12:25","F","35","English"
"482","14",14,"glasses.lips","glasses","lips","or","or/noun","left","or",2880,"1/19/2016","12:25","F","35","English"
"483","14",15,"glasses.pants","glasses","pants","and","and/or","left","or",1895,"1/19/2016","12:25","F","35","English"
"484","14",16,"ears.hair","ears","hair","noun","and/or","right","and",1170,"1/19/2016","12:25","F","35","English"
"485","14",17,"ears.pants","ears","pants","or","and/noun","left","and",2122,"1/19/2016","12:25","F","35","English"
"486","14",18,"ears.hair","ears","hair","or","and/or","right","or",1652,"1/19/2016","12:25","F","35","English"
"487","14",19,"hands.pants","hands","pants","noun","and/or","right","and",3177,"1/19/2016","12:25","F","35","English"
"488","14",20,"glasses.hands","glasses","hands","noun","and/noun","left","noun",1250,"1/19/2016","12:25","F","35","English"
"489","14",21,"glasses.hair","glasses","hair","and","or/noun","right","or",1165,"1/19/2016","12:25","F","35","English"
"490","14",22,"lips.pants","lips","pants","or","or/noun","right","or",995,"1/19/2016","12:25","F","35","English"
"491","14",23,"hair.lips","hair","lips","and","and/or","right","or",1051,"1/19/2016","12:25","F","35","English"
"492","14",24,"ears.pants","ears","pants","and","and/noun","left","and",1450,"1/19/2016","12:26","F","35","English"
"493","14",25,"glasses.lips","glasses","lips","noun","and/or","right","and",1629,"1/19/2016","12:26","F","35","English"
"494","14",26,"hands.pants","hands","pants","or","or/noun","left","or",1061,"1/19/2016","12:26","F","35","English"
"495","14",27,"ears.hair","ears","hair","or","and/noun","left","and",2112,"1/19/2016","12:26","F","35","English"
"496","14",28,"ears.hair","ears","hair","noun","and/noun","right","noun",2248,"1/19/2016","12:26","F","35","English"
"497","14",29,"ears.lips","ears","lips","or","and/noun","right","and",2969,"1/19/2016","12:26","F","35","English"
"498","14",30,"glasses.lips","glasses","lips","noun","and/noun","right","noun",1539,"1/19/2016","12:26","F","35","English"
"499","14",31,"lips.pants","lips","pants","noun","and/noun","right","noun",1211,"1/19/2016","12:26","F","35","English"
"500","14",32,"ears.pants","ears","pants","and","and/noun","right","and",1378,"1/19/2016","12:26","F","35","English"
"501","14",33,"glasses.pants","glasses","pants","and","and/noun","right","and",1681,"1/19/2016","12:26","F","35","English"
"502","14",34,"hair.lips","hair","lips","noun","or/noun","right","noun",959,"1/19/2016","12:26","F","35","English"
"503","14",35,"ears.hands","ears","hands","or","and/or","left","and",1975,"1/19/2016","12:26","F","35","English"
"504","14",36,"ears.lips","ears","lips","and","and/or","left","and",1509,"1/19/2016","12:26","F","35","English"
"505","15",1,"ears.hands","ears","hands","noun","and/noun","left","and",3809,"1/19/2016","12:55","M","55","English"
"506","15",2,"hands.pants","hands","pants","and","and/noun","right","and",3596,"1/19/2016","12:55","M","55","English"
"507","15",3,"glasses.hair","glasses","hair","noun","and/or","right","and",2300,"1/19/2016","12:55","M","55","English"
"508","15",4,"ears.glasses","ears","glasses","and","and/or","left","and",2801,"1/19/2016","12:55","M","55","English"
"509","15",5,"hands.pants","hands","pants","and","or/noun","left","or",6501,"1/19/2016","12:55","M","55","English"
"510","15",6,"hair.pants","hair","pants","or","and/or","left","or",3954,"1/19/2016","12:55","M","55","English"
"511","15",7,"hair.lips","hair","lips","or","and/noun","right","and",13461,"1/19/2016","12:55","M","55","English"
"512","15",8,"glasses.pants","glasses","pants","and","and/or","right","and",3900,"1/19/2016","12:55","M","55","English"
"513","15",9,"ears.pants","ears","pants","or","or/noun","right","or",3013,"1/19/2016","12:55","M","55","English"
"514","15",10,"glasses.pants","glasses","pants","or","and/noun","right","noun",5900,"1/19/2016","12:56","M","55","English"
"515","15",11,"ears.glasses","ears","glasses","and","and/or","left","and",3277,"1/19/2016","12:56","M","55","English"
"516","15",12,"ears.hair","ears","hair","noun","and/noun","right","noun",3261,"1/19/2016","12:56","M","55","English"
"517","15",13,"ears.pants","ears","pants","and","or/noun","left","or",5116,"1/19/2016","12:56","M","55","English"
"518","15",14,"glasses.hair","glasses","hair","noun","and/noun","right","noun",4197,"1/19/2016","12:56","M","55","English"
"519","15",15,"hair.pants","hair","pants","or","or/noun","left","or",3852,"1/19/2016","12:56","M","55","English"
"520","15",16,"ears.pants","ears","pants","or","and/or","left","or",3261,"1/19/2016","12:56","M","55","English"
"521","15",17,"ears.glasses","ears","glasses","or","or/noun","left","or",2627,"1/19/2016","12:56","M","55","English"
"522","15",18,"lips.pants","lips","pants","and","and/noun","left","and",3526,"1/19/2016","12:56","M","55","English"
"523","15",19,"glasses.lips","glasses","lips","noun","or/noun","right","noun",3627,"1/19/2016","12:56","M","55","English"
"524","15",20,"ears.lips","ears","lips","noun","or/noun","left","noun",2493,"1/19/2016","12:56","M","55","English"
"525","15",21,"glasses.lips","glasses","lips","noun","and/noun","right","noun",2140,"1/19/2016","12:56","M","55","English"
"526","15",22,"glasses.hands","glasses","hands","noun","and/or","left","and",2653,"1/19/2016","12:56","M","55","English"
"527","15",23,"hair.hands","hair","hands","and","and/noun","right","and",4477,"1/19/2016","12:57","M","55","English"
"528","15",24,"ears.lips","ears","lips","and","and/or","left","and",2597,"1/19/2016","12:57","M","55","English"
"529","15",25,"hair.pants","hair","pants","noun","or/noun","right","noun",3420,"1/19/2016","12:57","M","55","English"
"530","15",26,"glasses.lips","glasses","lips","and","or/noun","left","or",3166,"1/19/2016","12:57","M","55","English"
"531","15",27,"hair.lips","hair","lips","or","and/or","right","or",3868,"1/19/2016","12:57","M","55","English"
"532","15",28,"hands.pants","hands","pants","noun","and/or","right","and",3228,"1/19/2016","12:57","M","55","English"
"533","15",29,"glasses.lips","glasses","lips","or","or/noun","right","or",286822,"1/19/2016","13:02","M","55","English"
"534","15",30,"ears.pants","ears","pants","noun","and/or","left","and",2510,"1/19/2016","13:02","M","55","English"
"535","15",31,"glasses.pants","glasses","pants","or","and/noun","right","noun",4465,"1/19/2016","13:02","M","55","English"
"536","15",32,"hair.hands","hair","hands","and","and/noun","right","and",207773,"1/19/2016","13:05","M","55","English"
"537","15",33,"ears.hair","ears","hair","noun","or/noun","left","noun",2336,"1/19/2016","13:05","M","55","English"
"538","15",34,"ears.pants","ears","pants","or","and/noun","left","noun",1955,"1/19/2016","13:05","M","55","English"
"539","15",35,"hands.lips","hands","lips","and","or/noun","left","or",3566,"1/19/2016","13:06","M","55","English"
"540","15",36,"hair.hands","hair","hands","or","and/or","right","or",3882,"1/19/2016","13:06","M","55","English"
"541","16",1,"ears.hands","ears","hands","noun","and/or","right","and",4102,"1/19/2016","11:59","F","35","English"
"542","16",2,"hands.lips","hands","lips","noun","or/noun","left","noun",2265,"1/19/2016","11:59","F","35","English"
"543","16",3,"glasses.hands","glasses","hands","or","or/noun","right","or",4462,"1/19/2016","11:59","F","35","English"
"544","16",4,"ears.hands","ears","hands","and","or/noun","left","or",7230,"1/19/2016","12:00","F","35","English"
"545","16",5,"ears.hair","ears","hair","or","and/noun","left","and",5302,"1/19/2016","12:00","F","35","English"
"546","16",6,"hands.lips","hands","lips","or","and/or","left","or",5431,"1/19/2016","12:00","F","35","English"
"547","16",7,"ears.lips","ears","lips","or","or/noun","right","or",5087,"1/19/2016","12:00","F","35","English"
"548","16",8,"hair.lips","hair","lips","noun","or/noun","left","noun",2626,"1/19/2016","12:00","F","35","English"
"549","16",9,"glasses.lips","glasses","lips","and","and/or","left","and",1854,"1/19/2016","12:00","F","35","English"
"550","16",10,"ears.glasses","ears","glasses","noun","and/or","left","and",3259,"1/19/2016","12:00","F","35","English"
"551","16",11,"glasses.lips","glasses","lips","and","and/noun","right","and",2073,"1/19/2016","12:00","F","35","English"
"552","16",12,"glasses.pants","glasses","pants","noun","and/or","right","and",2947,"1/19/2016","12:00","F","35","English"
"553","16",13,"glasses.pants","glasses","pants","noun","and/or","left","and",2872,"1/19/2016","12:00","F","35","English"
"554","16",14,"hair.hands","hair","hands","and","and/or","right","and",2162,"1/19/2016","12:00","F","35","English"
"555","16",15,"lips.pants","lips","pants","or","and/or","right","or",3092,"1/19/2016","12:00","F","35","English"
"556","16",16,"hair.lips","hair","lips","and","and/noun","left","and",1925,"1/19/2016","12:00","F","35","English"
"557","16",17,"hair.lips","hair","lips","and","or/noun","right","or",7167,"1/19/2016","12:01","F","35","English"
"558","16",18,"hair.pants","hair","pants","or","and/noun","right","and",4513,"1/19/2016","12:01","F","35","English"
"559","16",19,"lips.pants","lips","pants","noun","and/noun","right","noun",3379,"1/19/2016","12:01","F","35","English"
"560","16",20,"glasses.hair","glasses","hair","noun","and/noun","right","noun",2191,"1/19/2016","12:01","F","35","English"
"561","16",21,"ears.hair","ears","hair","and","and/or","right","and",2782,"1/19/2016","12:01","F","35","English"
"562","16",22,"ears.pants","ears","pants","and","and/or","right","and",1863,"1/19/2016","12:01","F","35","English"
"563","16",23,"glasses.lips","glasses","lips","noun","or/noun","left","noun",1691,"1/19/2016","12:01","F","35","English"
"564","16",24,"ears.hands","ears","hands","or","and/or","left","or",2881,"1/19/2016","12:01","F","35","English"
"565","16",25,"lips.pants","lips","pants","noun","and/noun","left","noun",2748,"1/19/2016","12:01","F","35","English"
"566","16",26,"ears.glasses","ears","glasses","and","or/noun","right","or",4229,"1/19/2016","12:01","F","35","English"
"567","16",27,"ears.hands","ears","hands","and","or/noun","left","or",3374,"1/19/2016","12:01","F","35","English"
"568","16",28,"ears.lips","ears","lips","noun","or/noun","left","noun",1882,"1/19/2016","12:01","F","35","English"
"569","16",29,"ears.pants","ears","pants","or","and/noun","left","and",1887,"1/19/2016","12:01","F","35","English"
"570","16",30,"hands.lips","hands","lips","or","and/noun","left","and",2645,"1/19/2016","12:01","F","35","English"
"571","16",31,"hair.pants","hair","pants","noun","and/noun","right","noun",1484,"1/19/2016","12:01","F","35","English"
"572","16",32,"ears.lips","ears","lips","or","and/or","left","or",3580,"1/19/2016","12:01","F","35","English"
"573","16",33,"hair.hands","hair","hands","and","and/noun","left","and",2595,"1/19/2016","12:02","F","35","English"
"574","16",34,"ears.glasses","ears","glasses","or","or/noun","left","or",1894,"1/19/2016","12:02","F","35","English"
"575","16",35,"glasses.hair","glasses","hair","and","and/noun","right","and",1445,"1/19/2016","12:02","F","35","English"
"576","16",36,"ears.pants","ears","pants","or","or/noun","right","or",1556,"1/19/2016","12:02","F","35","English"
"577","17",1,"glasses.hair","glasses","hair","noun","and/noun","left","noun",6277,"1/19/2016","12:50","M","35","English"
"578","17",2,"ears.glasses","ears","glasses","and","and/noun","left","and",3845,"1/19/2016","12:50","M","35","English"
"579","17",3,"hands.pants","hands","pants","and","and/or","left","and",4218,"1/19/2016","12:50","M","35","English"
"580","17",4,"lips.pants","lips","pants","or","or/noun","left","or",5666,"1/19/2016","12:50","M","35","English"
"581","17",5,"glasses.pants","glasses","pants","noun","and/or","left","and",3361,"1/19/2016","12:50","M","35","English"
"582","17",6,"hair.pants","hair","pants","noun","and/or","right","and",2408,"1/19/2016","12:50","M","35","English"
"583","17",7,"hands.lips","hands","lips","or","or/noun","right","or",5256,"1/19/2016","12:50","M","35","English"
"584","17",8,"glasses.lips","glasses","lips","and","or/noun","left","noun",8782,"1/19/2016","12:51","M","35","English"
"585","17",9,"glasses.pants","glasses","pants","noun","or/noun","right","noun",4381,"1/19/2016","12:51","M","35","English"
"586","17",10,"hands.lips","hands","lips","and","and/noun","right","and",6027,"1/19/2016","12:51","M","35","English"
"587","17",11,"ears.hands","ears","hands","noun","and/noun","right","noun",5382,"1/19/2016","12:51","M","35","English"
"588","17",12,"ears.pants","ears","pants","and","or/noun","right","or",4870,"1/19/2016","12:51","M","35","English"
"589","17",13,"lips.pants","lips","pants","and","and/noun","left","and",2932,"1/19/2016","12:51","M","35","English"
"590","17",14,"hair.lips","hair","lips","and","or/noun","left","noun",3152,"1/19/2016","12:51","M","35","English"
"591","17",15,"ears.hair","ears","hair","or","and/or","left","or",6220,"1/19/2016","12:51","M","35","English"
"592","17",16,"hair.lips","hair","lips","and","and/or","right","and",4651,"1/19/2016","12:51","M","35","English"
"593","17",17,"glasses.pants","glasses","pants","or","and/or","left","or",8522,"1/19/2016","12:51","M","35","English"
"594","17",18,"ears.lips","ears","lips","or","and/noun","left","noun",6890,"1/19/2016","12:52","M","35","English"
"595","17",19,"glasses.lips","glasses","lips","or","and/noun","right","noun",8762,"1/19/2016","12:52","M","35","English"
"596","17",20,"glasses.hands","glasses","hands","noun","or/noun","left","noun",2762,"1/19/2016","12:52","M","35","English"
"597","17",21,"hands.lips","hands","lips","and","and/or","left","and",6824,"1/19/2016","12:52","M","35","English"
"598","17",22,"hair.lips","hair","lips","or","or/noun","left","or",12712,"1/19/2016","12:52","M","35","English"
"599","17",23,"hair.lips","hair","lips","and","and/noun","left","and",11859,"1/19/2016","12:52","M","35","English"
"600","17",24,"glasses.hands","glasses","hands","noun","and/or","right","and",3283,"1/19/2016","12:53","M","35","English"
"601","17",25,"ears.glasses","ears","glasses","noun","and/noun","right","noun",3275,"1/19/2016","12:53","M","35","English"
"602","17",26,"glasses.hands","glasses","hands","or","and/noun","left","and",4984,"1/19/2016","12:53","M","35","English"
"603","17",27,"glasses.pants","glasses","pants","or","and/noun","right","and",2279,"1/19/2016","12:53","M","35","English"
"604","17",28,"ears.lips","ears","lips","or","and/or","left","or",4010,"1/19/2016","12:53","M","35","English"
"605","17",29,"hair.lips","hair","lips","or","or/noun","right","or",3008,"1/19/2016","12:53","M","35","English"
"606","17",30,"ears.pants","ears","pants","noun","or/noun","right","noun",2544,"1/19/2016","12:53","M","35","English"
"607","17",31,"glasses.lips","glasses","lips","noun","or/noun","left","noun",1779,"1/19/2016","12:53","M","35","English"
"608","17",32,"ears.hair","ears","hair","or","and/or","left","or",4096,"1/19/2016","12:53","M","35","English"
"609","17",33,"hands.pants","hands","pants","noun","and/noun","left","noun",3382,"1/19/2016","12:53","M","35","English"
"610","17",34,"hair.hands","hair","hands","and","and/or","right","and",3239,"1/19/2016","12:53","M","35","English"
"611","17",35,"hands.lips","hands","lips","noun","and/or","right","and",2848,"1/19/2016","12:53","M","35","English"
"612","17",36,"hair.hands","hair","hands","and","or/noun","right","or",3064,"1/19/2016","12:53","M","35","English"
"613","18",1,"ears.lips","ears","lips","or","and/or","left","and",5717,"1/19/2016","12:53","F","25","English"
"614","18",2,"hands.pants","hands","pants","noun","or/noun","left","noun",2356,"1/19/2016","12:53","F","25","English"
"615","18",3,"hair.lips","hair","lips","and","or/noun","right","or",3995,"1/19/2016","12:53","F","25","English"
"616","18",4,"lips.pants","lips","pants","or","and/noun","left","and",2248,"1/19/2016","12:54","F","25","English"
"617","18",5,"hair.pants","hair","pants","noun","or/noun","right","noun",2140,"1/19/2016","12:54","F","25","English"
"618","18",6,"glasses.hands","glasses","hands","or","or/noun","right","or",2163,"1/19/2016","12:54","F","25","English"
"619","18",7,"ears.lips","ears","lips","or","or/noun","left","or",2566,"1/19/2016","12:54","F","25","English"
"620","18",8,"lips.pants","lips","pants","noun","and/noun","right","noun",2547,"1/19/2016","12:54","F","25","English"
"621","18",9,"hair.hands","hair","hands","and","and/or","left","and",2561,"1/19/2016","12:54","F","25","English"
"622","18",10,"glasses.lips","glasses","lips","and","and/or","left","and",2979,"1/19/2016","12:54","F","25","English"
"623","18",11,"ears.glasses","ears","glasses","noun","and/or","left","and",4230,"1/19/2016","12:54","F","25","English"
"624","18",12,"ears.pants","ears","pants","or","and/noun","left","and",4637,"1/19/2016","12:54","F","25","English"
"625","18",13,"hands.lips","hands","lips","and","and/noun","left","and",4088,"1/19/2016","12:54","F","25","English"
"626","18",14,"hands.lips","hands","lips","and","or/noun","left","or",2891,"1/19/2016","12:54","F","25","English"
"627","18",15,"ears.pants","ears","pants","and","and/or","left","and",1538,"1/19/2016","12:54","F","25","English"
"628","18",16,"glasses.hair","glasses","hair","or","or/noun","right","or",2250,"1/19/2016","12:55","F","25","English"
"629","18",17,"hair.hands","hair","hands","or","and/noun","left","and",1582,"1/19/2016","12:55","F","25","English"
"630","18",18,"glasses.pants","glasses","pants","noun","and/or","right","and",1778,"1/19/2016","12:55","F","25","English"
"631","18",19,"hands.pants","hands","pants","and","and/noun","left","and",2131,"1/19/2016","12:55","F","25","English"
"632","18",20,"glasses.hands","glasses","hands","and","and/or","left","and",2086,"1/19/2016","12:55","F","25","English"
"633","18",21,"glasses.pants","glasses","pants","noun","and/or","right","and",3580,"1/19/2016","12:55","F","25","English"
"634","18",22,"glasses.hands","glasses","hands","or","and/or","right","and",1693,"1/19/2016","12:55","F","25","English"
"635","18",23,"hair.hands","hair","hands","or","or/noun","right","or",1847,"1/19/2016","12:55","F","25","English"
"636","18",24,"ears.glasses","ears","glasses","noun","and/noun","left","noun",3317,"1/19/2016","12:55","F","25","English"
"637","18",25,"lips.pants","lips","pants","noun","and/noun","left","noun",1557,"1/19/2016","12:55","F","25","English"
"638","18",26,"hair.lips","hair","lips","noun","or/noun","right","noun",1509,"1/19/2016","12:55","F","25","English"
"639","18",27,"ears.glasses","ears","glasses","or","and/noun","right","and",1521,"1/19/2016","12:55","F","25","English"
"640","18",28,"ears.lips","ears","lips","and","or/noun","left","or",4777,"1/19/2016","12:55","F","25","English"
"641","18",29,"ears.hands","ears","hands","and","and/noun","left","and",2185,"1/19/2016","12:55","F","25","English"
"642","18",30,"glasses.lips","glasses","lips","noun","or/noun","left","noun",13349,"1/19/2016","12:56","F","25","English"
"643","18",31,"glasses.lips","glasses","lips","and","or/noun","left","or",2219,"1/19/2016","12:56","F","25","English"
"644","18",32,"ears.hands","ears","hands","noun","and/noun","left","noun",3678,"1/19/2016","12:56","F","25","English"
"645","18",33,"ears.hands","ears","hands","or","and/or","right","and",2872,"1/19/2016","12:56","F","25","English"
"646","18",34,"ears.hair","ears","hair","and","and/noun","left","and",3432,"1/19/2016","12:56","F","25","English"
"647","18",35,"ears.hair","ears","hair","noun","and/or","left","and",11390,"1/19/2016","12:56","F","25","English"
"648","18",36,"ears.lips","ears","lips","or","and/or","left","and",2205,"1/19/2016","12:56","F","25","English"
"649","19",1,"hands.lips","hands","lips","noun","and/or","left","and",5524,"1/19/2016","9:12","M","25","English"
"650","19",2,"hair.pants","hair","pants","noun","and/noun","left","noun",3013,"1/19/2016","9:12","M","25","English"
"651","19",3,"ears.glasses","ears","glasses","noun","or/noun","left","noun",1457,"1/19/2016","9:12","M","25","English"
"652","19",4,"lips.pants","lips","pants","and","and/noun","left","and",2598,"1/19/2016","9:12","M","25","English"
"653","19",5,"glasses.pants","glasses","pants","or","and/or","left","or",1755,"1/19/2016","9:12","M","25","English"
"654","19",6,"hair.hands","hair","hands","and","and/or","left","and",3238,"1/19/2016","9:12","M","25","English"
"655","19",7,"ears.lips","ears","lips","and","and/or","left","and",4281,"1/19/2016","9:12","M","25","English"
"656","19",8,"glasses.hair","glasses","hair","and","and/or","left","and",2911,"1/19/2016","9:13","M","25","English"
"657","19",9,"ears.pants","ears","pants","or","or/noun","right","or",2044,"1/19/2016","9:13","M","25","English"
"658","19",10,"glasses.hair","glasses","hair","noun","and/noun","right","and",2801,"1/19/2016","9:13","M","25","English"
"659","19",11,"lips.pants","lips","pants","and","or/noun","right","or",3455,"1/19/2016","9:13","M","25","English"
"660","19",12,"lips.pants","lips","pants","noun","or/noun","right","noun",2599,"1/19/2016","9:13","M","25","English"
"661","19",13,"hands.pants","hands","pants","or","or/noun","left","or",2107,"1/19/2016","9:13","M","25","English"
"662","19",14,"hands.lips","hands","lips","or","and/noun","left","and",2299,"1/19/2016","9:13","M","25","English"
"663","19",15,"hair.pants","hair","pants","or","and/or","left","or",2552,"1/19/2016","9:13","M","25","English"
"664","19",16,"hair.pants","hair","pants","noun","and/noun","left","and",2836,"1/19/2016","9:13","M","25","English"
"665","19",17,"glasses.lips","glasses","lips","and","or/noun","right","or",2055,"1/19/2016","9:13","M","25","English"
"666","19",18,"ears.hands","ears","hands","and","or/noun","left","or",2547,"1/19/2016","9:13","M","25","English"
"667","19",19,"ears.hands","ears","hands","and","and/noun","right","and",2432,"1/19/2016","9:13","M","25","English"
"668","19",20,"glasses.lips","glasses","lips","or","and/or","right","and",2566,"1/19/2016","9:13","M","25","English"
"669","19",21,"hair.lips","hair","lips","noun","and/or","left","or",3669,"1/19/2016","9:13","M","25","English"
"670","19",22,"ears.hands","ears","hands","noun","or/noun","left","noun",1848,"1/19/2016","9:13","M","25","English"
"671","19",23,"glasses.hands","glasses","hands","noun","and/or","left","and",2801,"1/19/2016","9:13","M","25","English"
"672","19",24,"hands.pants","hands","pants","or","and/noun","left","and",2326,"1/19/2016","9:13","M","25","English"
"673","19",25,"hands.pants","hands","pants","or","or/noun","right","or",2153,"1/19/2016","9:14","M","25","English"
"674","19",26,"glasses.lips","glasses","lips","and","or/noun","right","or",1581,"1/19/2016","9:14","M","25","English"
"675","19",27,"lips.pants","lips","pants","or","and/noun","right","and",5304,"1/19/2016","9:14","M","25","English"
"676","19",28,"glasses.hands","glasses","hands","and","and/or","left","or",2426,"1/19/2016","9:14","M","25","English"
"677","19",29,"ears.glasses","ears","glasses","noun","and/noun","left","and",2994,"1/19/2016","9:14","M","25","English"
"678","19",30,"ears.pants","ears","pants","and","and/noun","left","and",1735,"1/19/2016","9:14","M","25","English"
"679","19",31,"hair.hands","hair","hands","noun","or/noun","right","noun",2210,"1/19/2016","9:14","M","25","English"
"680","19",32,"ears.hair","ears","hair","or","and/or","right","or",3485,"1/19/2016","9:14","M","25","English"
"681","19",33,"ears.pants","ears","pants","or","or/noun","right","or",2190,"1/19/2016","9:14","M","25","English"
"682","19",34,"glasses.pants","glasses","pants","noun","and/or","right","and",3725,"1/19/2016","9:14","M","25","English"
"683","19",35,"ears.hands","ears","hands","and","and/noun","right","and",5926,"1/19/2016","9:14","M","25","English"
"684","19",36,"hair.hands","hair","hands","or","and/noun","left","and",4378,"1/19/2016","9:14","M","25","English"
"685","20",1,"hands.pants","hands","pants","and","or/noun","right","or",3603,"1/19/2016","12:53","M","45","English"
"686","20",2,"glasses.hair","glasses","hair","noun","and/noun","right","noun",3437,"1/19/2016","12:53","M","45","English"
"687","20",3,"hair.lips","hair","lips","noun","or/noun","left","noun",1511,"1/19/2016","12:53","M","45","English"
"688","20",4,"glasses.hair","glasses","hair","noun","and/noun","right","noun",2549,"1/19/2016","12:53","M","45","English"
"689","20",5,"ears.lips","ears","lips","or","or/noun","left","or",3834,"1/19/2016","12:53","M","45","English"
"690","20",6,"glasses.hands","glasses","hands","or","or/noun","left","or",4703,"1/19/2016","12:53","M","45","English"
"691","20",7,"ears.lips","ears","lips","noun","and/or","left","and",1893,"1/19/2016","12:53","M","45","English"
"692","20",8,"ears.hands","ears","hands","and","and/or","left","and",11021,"1/19/2016","12:53","M","45","English"
"693","20",9,"ears.hair","ears","hair","and","or/noun","left","or",6946,"1/19/2016","12:53","M","45","English"
"694","20",10,"glasses.lips","glasses","lips","and","and/noun","left","and",3900,"1/19/2016","12:53","M","45","English"
"695","20",11,"glasses.hair","glasses","hair","and","or/noun","right","or",5207,"1/19/2016","12:53","M","45","English"
"696","20",12,"hair.pants","hair","pants","noun","or/noun","left","noun",2867,"1/19/2016","12:54","M","45","English"
"697","20",13,"glasses.lips","glasses","lips","noun","and/or","right","and",4560,"1/19/2016","12:54","M","45","English"
"698","20",14,"lips.pants","lips","pants","and","or/noun","left","or",2620,"1/19/2016","12:54","M","45","English"
"699","20",15,"hands.pants","hands","pants","or","and/noun","left","and",26852,"1/19/2016","12:54","M","45","English"
"700","20",16,"hands.pants","hands","pants","or","and/or","right","or",89250,"1/19/2016","12:56","M","45","English"
"701","20",17,"glasses.lips","glasses","lips","or","or/noun","left","or",8675,"1/19/2016","12:56","M","45","English"
"702","20",18,"glasses.lips","glasses","lips","noun","and/or","left","and",13209,"1/19/2016","12:56","M","45","English"
"703","20",19,"glasses.hands","glasses","hands","noun","and/or","left","and",5542,"1/19/2016","12:56","M","45","English"
"704","20",20,"ears.hair","ears","hair","or","and/noun","right","and",309911,"1/19/2016","13:01","M","45","English"
"705","20",21,"ears.pants","ears","pants","and","and/or","right","and",1787,"1/19/2016","13:01","M","45","English"
"706","20",22,"ears.hands","ears","hands","or","or/noun","left","or",2923,"1/19/2016","13:01","M","45","English"
"707","20",23,"ears.hands","ears","hands","or","and/noun","right","and",6491,"1/19/2016","13:02","M","45","English"
"708","20",24,"ears.hands","ears","hands","or","and/or","left","or",2810,"1/19/2016","13:02","M","45","English"
"709","20",25,"ears.pants","ears","pants","noun","and/noun","right","noun",59798,"1/19/2016","13:03","M","45","English"
"710","20",26,"glasses.pants","glasses","pants","or","and/or","left","or",4733,"1/19/2016","13:03","M","45","English"
"711","20",27,"hair.lips","hair","lips","noun","and/noun","right","noun",5751,"1/19/2016","13:03","M","45","English"
"712","20",28,"lips.pants","lips","pants","or","and/or","left","or",13815,"1/19/2016","13:03","M","45","English"
"713","20",29,"hair.hands","hair","hands","and","and/or","left","and",11282,"1/19/2016","13:03","M","45","English"
"714","20",30,"hair.pants","hair","pants","and","and/noun","left","and",20074,"1/19/2016","13:04","M","45","English"
"715","20",31,"hair.hands","hair","hands","and","and/noun","right","and",8421,"1/19/2016","13:04","M","45","English"
"716","20",32,"hair.pants","hair","pants","noun","or/noun","left","noun",2192,"1/19/2016","13:04","M","45","English"
"717","20",33,"glasses.pants","glasses","pants","or","and/noun","left","and",8821,"1/19/2016","13:04","M","45","English"
"718","20",34,"hands.pants","hands","pants","and","and/or","right","and",2066,"1/19/2016","13:04","M","45","English"
"719","20",35,"ears.glasses","ears","glasses","and","and/noun","left","and",3422,"1/19/2016","13:04","M","45","English"
"720","20",36,"ears.hair","ears","hair","noun","or/noun","left","noun",2395,"1/19/2016","13:04","M","45","English"
"721","21",1,"hands.pants","hands","pants","and","and/or","right","and",10211,"1/19/2016","9:52","M","45","English"
"722","21",2,"glasses.lips","glasses","lips","or","and/noun","right","and",4298,"1/19/2016","9:52","M","45","English"
"723","21",3,"hair.pants","hair","pants","noun","and/or","right","and",3334,"1/19/2016","9:52","M","45","English"
"724","21",4,"hair.hands","hair","hands","and","or/noun","right","or",6475,"1/19/2016","9:52","M","45","English"
"725","21",5,"hair.pants","hair","pants","or","and/or","left","or",9897,"1/19/2016","9:52","M","45","English"
"726","21",6,"glasses.hair","glasses","hair","noun","or/noun","right","noun",3877,"1/19/2016","9:53","M","45","English"
"727","21",7,"ears.glasses","ears","glasses","noun","or/noun","left","noun",2555,"1/19/2016","9:53","M","45","English"
"728","21",8,"ears.lips","ears","lips","noun","and/noun","left","noun",3724,"1/19/2016","9:53","M","45","English"
"729","21",9,"hands.pants","hands","pants","and","and/or","left","and",5090,"1/19/2016","9:53","M","45","English"
"730","21",10,"ears.pants","ears","pants","and","or/noun","right","or",3397,"1/19/2016","9:53","M","45","English"
"731","21",11,"lips.pants","lips","pants","or","or/noun","left","or",2948,"1/19/2016","9:53","M","45","English"
